Row,fixed_angles_constant,interp,qibpi,random,three_regular,tqa
e36c381b342b41a7b80fc22d9c80761f,0,0,1,0,0,0
f72079bdedae440999c247a8b8a74d86,0,0,1,0,0,0
3b23940aed434399ae3ba3c5d75dc6fe,0,0,1,0,0,0
5a7ec4807e6e4e489c54d04e8a8b0f42,0,0,1,0,0,0
b8ccc0fddf6d4efcb87ab34bf2218c4e,0,0,1,0,0,0
1c45a6a315c6416f883f3f5531ce4261,0,0,1,0,1,0
763747f40d8443cf8f70f6f732ef1191,0,0,1,0,1,0
7174e2a5892b409dab30eb0e81478aa0,0,0,1,0,0,1
d46c8cc4c33f4e658aba0cb5947a8221,0,0,0,0,0,1
a9bcdea492814873aa0a134a34520716,0,0,1,0,0,0
eea3e0b4da0b48e9bd6ee09bf639ea1e,0,0,1,0,0,0
f0b13aaeeca047ecaa474fb6141e6685,0,0,1,0,0,0
1f2d361d20764653935329f22f5ae23c,0,0,0,0,1,0
21d5120317dc470594d267b76b74eb64,0,0,1,0,1,0
0427aa4304df48418152e50d6655adee,0,0,0,0,1,0
f747177574634992be809f2d4494826c,0,0,0,0,1,0
8be9d1cf77254f7eb31450036bd09c19,0,0,1,0,0,0
526316e72b894d8485fd395e604a7e3c,0,0,0,0,1,0
01af8fcfa9ac4d02b50844e9f52cd8ff,0,0,0,0,1,0
10a16b8936004591adf1843db785454f,0,0,0,0,0,1
7f27096e73c44f58aba007b2586b2a22,0,0,0,0,0,1
f56ab3ba339d493299233fd3c960698b,0,0,1,0,1,0
c5f14d3f354e47c69d6f229eb53074cb,0,0,1,0,1,0
857f776c590d403db93c91f5b5f1fbba,0,0,1,0,0,0
34e274dafcc24868a585fa75b108df4e,0,0,1,0,0,0
62c4e8ba794e43c2802fd5feb26ad9b2,0,0,1,0,1,0
98277e2a6b7e4ce384e15121ce20600d,0,0,0,0,1,0
c36efb71e3714de39a64558e48722c70,0,0,1,0,1,0
84b06c6a04984461a89ed13a7a4ca8ed,0,0,1,0,1,0
cabcfdd88d734b3d9d65a6ae135d336d,0,0,1,0,0,0
802b84a315754838ae1ec35430d6426b,0,0,0,0,1,0
08b298c910a04e7193065e2f6f83e6a0,0,0,1,0,0,0
153a66c241db4d5da635b33d63e6f428,0,0,1,0,0,0
b4a3827c681d42d28cdb74d17ae9e8a2,0,0,1,0,0,0
9e5850ad4f804c5cb4246699c37c6049,0,0,1,0,0,0
e8ca9e1d3f204745b1f7f91d941161f7,0,0,0,0,0,1
27d89d153b5944c7ab1e5bd21bf8c147,0,0,0,0,1,0
cccbb297ca9e4552bbeda711e084ac1f,0,0,1,0,0,1
ce60c850657b44e2bb9082de38634ad4,0,0,1,0,1,0
491ef9a7edf3487c83931c0a97e39326,0,0,1,0,0,0
89c763ccfc8b402b8758035211bd21a9,0,0,0,0,1,0
5e7c7a2271e3496987c7f57421aee6a3,0,0,1,0,0,0
f7135a97283f4b39a5dd5c4037bac8bc,0,0,1,0,0,0
779a6ceac7614459ad3a8bda36a2c0c9,0,0,1,0,0,0
c20d010877cd41ada39f5d3e8ab06d87,0,0,1,0,0,0
b1b01289ff434169b25ad5b386676eed,0,0,1,0,0,0
9c76cf6be421475c87506166913948a7,0,0,0,0,0,1
c184aa458bb24d249f8000c3e7ef6460,0,0,0,1,0,0
e6d96333a66f4620871fae5490222525,0,0,1,0,0,0
df16070633bb4631980398f49a647cc9,0,0,0,1,0,0
abb154d502ed4e7cbb89f3ae7f570208,0,0,0,0,1,0
b81c5f89c1f147119ef5e1d2ae691009,0,0,0,0,0,1
6533f37f4a644de6ad316534f67de130,0,0,0,0,1,0
ea3f007c4eae471aaf9917291e998ef4,0,0,1,0,0,0
5881174ec98f4a90a8c589810ffca21d,0,0,0,0,1,0
56359f783850416fb9f8541cd4472b38,0,0,1,0,0,0
c742ed4713e3411aba65ba6c5ebd05e5,0,0,0,0,1,0
66fa8b098ff249cb92c92d06f0b36c89,0,0,1,0,1,0
2afba8516d204b278a2ac7c1faec1203,0,0,1,0,0,0
4a4cb18b4a3f43f58aa9bc82155bc944,0,0,1,0,0,0
caaff3847f22445e981c6bcd91bbcd41,0,0,1,0,1,0
39fd6c6f3b57417f897b337ad9d17dee,0,0,0,0,1,0
0ceb5f5358594f929d26fc6ef07cf862,0,0,1,0,0,0
ec60925487174ee6affea3e5204d1b72,1,0,0,0,0,1
512d3a5448374aa2bb7247759166216f,0,0,0,0,0,1
c98845056e234a17abb7ae369150b33c,0,0,1,0,1,0
fa557224270f4a8a8b1921d4521d1c5f,0,0,1,0,1,0
abccb5ae893e41ebab110edf943ab80d,0,0,0,0,1,0
7269800225a44e21add22c8542147ada,0,0,1,0,1,0
c091b277bf9f4ab1ac303849cac3e147,0,0,0,0,0,1
6562b3b1531b44b7a74f7c15824f9469,0,0,0,0,0,1
7f20d26079a544b7acb4c1962bc2f191,0,0,1,0,0,0
8641776594d847d3b8c931a7b3d1a2ba,0,0,1,0,0,0
292c474e9d1f48d894be0cc655bc8709,0,0,0,0,1,0
f97b524fe88245cbbf5ef80c927b5002,0,0,1,0,0,0
8bf93c0a388c411183f5147bfa06bca1,0,0,1,0,0,0
cd9e3a8461824b809eba3570b067b4ff,0,0,1,0,1,0
2aa7b562526441a78f648876fe8960a9,0,0,0,0,0,1
6956153933b14e17adc696fd38f5ed3b,0,0,1,0,1,0
e5fc2b5cf9f947b5ac0942c34e2c687f,0,0,1,0,1,0
dd24da574d8243d982b6296d2bf1627a,0,0,1,0,0,0
99bb932b6043457495b7e0bc4367925d,0,0,0,0,1,0
42a5f4e1f12c483cb199528ceb312281,0,0,1,0,0,1
43a8e533f7cc40a2a2a6df80a35b7a5f,0,0,1,0,0,1
147cf77391804267a44b4d5ecb4b429b,0,0,1,0,1,1
c5376fc1e38b44b1936986e511154632,0,0,1,0,0,0
a8c01137b6d54898894b19226c361778,0,0,1,0,0,0
df6172c629164581b14589f89d1c1bc7,0,0,1,0,1,0
86c9a91d576c49a187a287b0b66565aa,0,0,0,0,1,0
f7bdd65a3c5e4f159083f60989084539,0,0,1,0,0,0
7b53d69e9a05494786a154b513669e93,0,0,1,0,1,0
49b70da3b3234b6eb8cfc9d1ae671a1f,0,0,1,0,0,1
8c15ab0a972d499c98c09b6a59b5ca5b,0,0,1,0,1,0
ad028629762e43df81c86c633290f19b,0,0,1,0,1,0
b32ecbdf6b194f53b410d578bc000ee4,0,0,0,0,0,1
3ed96401b57d4fc191e6d61691be28b4,0,0,1,0,0,0
b8fc4bd6177f49d0a091eb6626c99372,1,0,0,0,0,0
cc7b04baa0414fdfb152ac64c9243619,0,0,1,0,1,0
1d512936bc11410fbef762ffbda36317,0,0,1,0,0,0
dda98ee8050f4fa3b987c5c5df057c47,0,0,1,0,0,0
c064e8c8de17424e8c28b9d9e1a66ef9,0,0,0,0,1,0
ddba66b1af2c4af78c38caa8ee3cb937,0,0,1,0,0,0
9077f67a0ba6418ca2b80bfe68335653,0,0,1,0,1,0
8e7b95a21cb34355879463cb33941b4f,0,0,1,0,0,0
eea5f10a56154936a3de115e620eac08,0,0,1,0,1,0
08f8efb0ca01404a9eafbd83b5672d13,0,0,1,0,0,0
2c6e2819a9e34da9af280c9056e3e196,0,0,1,0,1,0
ab669f5296f44db48d702801175e64f2,0,0,1,0,0,0
342193ed13694b678786e331dbf4b3c5,0,0,1,0,0,0
167662bbfa0f43378235626166a48c72,0,0,1,0,0,0
3c201c42b123413a944e40dbc5712433,0,0,1,0,1,0
acd1490a4ee349588ca53a0fcd32b596,0,0,1,0,0,0
10e3a59ebd164dec8b54e45db5b7e8a2,0,0,1,0,1,0
0550d3f4c0204a77b7dbc7e0440b8f13,0,0,1,0,0,1
04416c5d4c38403193d11e20c00aaa3f,0,0,1,0,1,0
43fd02a964964adab270a3ad39aab053,0,0,1,0,0,0
43df2b7353124f9080c90937288d4792,0,0,0,0,1,0
89f66a383d4f4847aede0e2bccc985b9,0,0,1,0,0,0
0bdf5c84d3e24eadada252edfd772931,0,0,1,0,0,0
d4c2994850bf4f018deb163561c1df9d,0,0,1,0,0,1
85212ac83c1d4b3aa04e399488520f18,0,0,1,0,0,0
f0ac5b76174c4c4b951044ffa78d320b,0,0,1,0,0,0
9dc5bb9bb23545e7af7d4093f74b17f5,0,0,1,0,1,0
f79d757b992047d8ab18458ee073a1cb,0,0,0,0,1,0
6a3ab48091724a64beb0418ba8062be9,0,0,0,0,0,1
833a707beb1a4c0b8a56d03abaed0d8b,0,0,1,0,0,0
bf469ad85f51434682f597debd07c234,0,0,1,0,0,0
4aed86c689bf49eda2f6b7649b84ba3f,0,0,1,0,0,0
bb07884c708d4164a2e144045b53a80d,0,0,1,0,0,0
bac23d85a3a140c5b79a1dc18ef9040f,0,0,1,0,0,0
d49892b368074107bec4fedfc197aa33,0,0,1,0,0,0
41038ce74cd249099bd4313010930ea2,0,0,1,0,1,0
f98764f1524745faa6f04d4d36f88a4e,0,0,0,0,0,1
d15cf8505bc74147aa010f0457f9003c,0,0,1,0,1,0
b8e3920145974ff3bd8dd291970503fe,0,0,1,0,0,0
46c5b8f76c6f4b2393aa7121764479c7,0,0,1,0,0,0
6b53e34112784b2c97248dd28a1a8bc3,0,0,1,0,1,0
9d877c0983f847179a9509c3a69b20d2,0,0,0,0,1,1
af08bd322ef949b7959fe97ef79b7136,0,0,1,0,0,0
8a23f9b030c7416aa1424cadcc620a8c,0,0,1,0,0,0
f9953a3a68d14e8982eb30a2a49df93a,0,0,1,0,1,0
f480dd23625947198ec7576bbdd97d8f,0,0,1,0,1,0
03a7b962e13c414c85cd0e10ed7ca93f,0,0,1,0,0,0
1443a7263f0644ef93ff33aa5126e2c2,0,0,1,0,0,0
93086ff65c8749d38118d2768454b29a,0,0,0,0,1,0
6ed9ac4367de4157b43513f7bd9774c6,0,0,1,0,1,0
1eb98cdf42d14516ad55b7c593fb3dfb,0,0,0,0,0,1
10db02ee3521478397812d53f81709f9,0,0,1,0,0,0
6eac2f6380014691aecb2b002ceb131f,0,0,1,0,0,1
cfc8788a7c4b45358633faf85ffcddb6,0,0,0,0,1,0
e0666732684144ab961437168c88eae9,0,0,0,0,1,0
5890fa5591e14783aaa4e6034c6dfc9e,0,0,0,0,1,0
c78facf330d34847a4661f3786606f5c,0,0,1,0,1,0
59fbf20aefda46379beca79faa384c44,0,0,1,0,0,0
7c2f2fb832894e62b174cd8f08bf7b73,0,0,1,0,1,1
8be1558322974aeb97ca70b6ee85830d,0,0,1,0,0,0
93600a5a5dc143279cea8e948b5c0f90,0,0,0,0,1,0
e0198364bbad40ea82cb55be18ec906b,0,0,0,0,1,0
2a48a376691249b3a86b1ae4eb3af330,0,0,1,0,1,0
4a81f889623f4baebf0e3fa65cf16c48,1,0,0,0,0,1
8ee27e11fe81447eb49bbe678476139e,0,0,1,0,0,0
d21d32cfcbd3454b8d3bf48b0f80514b,0,0,1,0,1,0
6e2413a499384562a06073f9077512c6,0,0,1,0,0,0
f4403ad4ee8c48dc826d4a7eef0c1884,0,0,0,0,1,0
a3ccd07561454229bf01bd42c8666905,0,0,1,0,0,0
cdf51b36ad4b44069f1c4c66e3e6ed93,0,0,0,0,1,0
759ae956a610436795b7b2d1b5559c84,0,0,1,0,0,1
baec5401407d434daa013ec479622a1e,1,0,0,0,1,0
08b51b1ff2024aefa32ddd26df9400c7,0,0,1,0,0,0
f227b1a829b54682b8518e5733e46bfd,0,0,1,0,1,0
eb383c42470f4a1795eb2b0cdee85168,0,0,0,0,1,0
d46190e2aeac45e6bde162b2e91de951,0,0,1,0,0,0
7382e68ea7d84d0793ae887d91f46f13,0,0,1,0,0,0
4d2cedfe73564553892c561fdf1240aa,0,0,1,0,0,0
29dfd3301a62461cb1347b4f736e5ff7,0,0,1,0,0,0
73289b5d75d74818a5139cbe4d43d203,0,0,0,0,1,0
5687b89c5f6e421697f1960e2ac3d8c5,0,0,1,0,0,0
488b8b83ec6e447a84ea04b3bd30b4b5,0,0,0,0,1,0
6504cdba82de429db1f27452ead12416,0,0,1,0,0,0
bd07ef83c9c94c0d844cb6f000989a00,0,0,1,0,0,0
e30f40f88d214898b47a38ba275b44a6,0,0,1,0,0,0
a5e6c003d2a34f49bb419917b6a9dfc4,0,0,1,0,0,0
c6d6d6f7724d49f1b74fdd4ec0824a97,0,0,1,0,0,0
73ab9e52db93444a92167d6e6c019e72,0,0,1,0,1,0
ed36da2e4b204a4ba2d6e5d64106bdf0,0,0,1,0,0,0
cc8c46384bc843b5b59caea25cbbce53,0,0,1,0,0,0
4aa53d94c669400a8c83d20c5b5a1662,0,0,1,0,0,0
b5ca16f6ad5e4080b1862f52f1decf0a,0,0,1,0,0,0
0bcdb59e553b4b06af3ff953ac42d975,0,0,0,0,1,0
1ea1fc89f4d448d98c0f8775af50a087,0,0,1,0,0,0
16e7c9fa693441b1b782b03f05d857bd,0,0,1,0,0,0
10f928c0e4e448169b933efbb5f8bd61,0,0,1,0,1,0
b78866570c864928af5df7091d010e77,0,0,1,0,0,1
d767a21e0c2f4fa3ac7acf634678d3f2,0,0,1,0,0,0
c6dc506f3d7e480c9f73d73c07248607,0,0,0,0,0,1
038e53ff60484b8eac44fda7b6621b95,0,0,0,0,1,0
8769f19a703542678cc612915cf04f88,0,0,1,0,1,0
8a5deb6138a0410ba9db81d02d8628bc,0,0,1,0,0,0
c1615a59eb4f42719bccbf99a02bb858,0,0,1,0,0,0
325d7985aa7b44c895ec0f8c0fcc475a,0,0,1,0,1,0
e67cbaf2d1fb491a83fadb7582d58a70,0,0,0,0,1,0
a095d844b9374ba89caac0e8af2b3262,0,0,1,0,0,0
2adbb54277284749ab3f49265a851f06,0,0,1,0,1,0
e71433b860d34160a4a6dce2ba51d7bc,1,0,1,1,0,1
21e937cfb7624558a054930ad489edf7,0,0,1,0,1,0
0064fa0f34a742c496fb7e983f0ccfdc,0,0,1,0,0,0
08135a09c7bc40859e4e55a223cfe7c1,0,0,1,0,0,0
e776b36cef104539a789a11d5ef40878,0,0,1,0,0,0
0ea716954bd842fc80784dc2e32f4e97,1,0,0,0,0,0
a0b9cd8339ec4f9eab831533f602f142,0,0,1,0,1,0
f68aa1ae5dc84a038ea23189ceb7a0e9,1,0,0,0,0,0
abf88f9c82094c90b99a7d72889a09b6,0,0,1,0,0,0
5cb89d43fed04489a9f49b1d9be7d1ac,0,0,1,0,1,0
eb513974ff9f42908969919d1ec802fb,0,0,1,0,1,0
07d9caed21a94be9a14db148e740beed,0,0,1,0,1,0
24cc77380ca6466691cd0f734df26550,0,0,1,0,0,0
336a3989e7474e92b2bcf8c233a62b4f,0,0,1,0,0,0
b448801720bc4747a68531b037d03f52,0,0,1,0,1,0
ebb569c1e1cf434eba000e0e387c78d2,0,0,0,0,1,0
080163ad951e4d5fb8fb428a021fdca8,0,0,0,0,0,1
dd50da1a6d4b4d99a2e4e3474e389699,0,0,0,0,1,0
14e1e0cc265f4dd0821b5705b723e724,0,0,1,0,0,0
b1bb7d93825447ccb6bcebcae4946af4,1,0,0,0,0,1
af868a43a63a426f8a9de9ad008dd00f,0,0,1,0,1,0
accb2f863e2c40d6a6f9bd0e8d0f1d90,0,0,0,0,1,0
4a1e31191ce24bc68e000024f76720d7,0,0,0,0,0,1
801699856440476094c1f028a5c76a45,0,0,1,0,0,0
968f03f2c4f14ba0b5d27c605c6b9adf,0,0,0,0,0,1
1815b980c5174a5f9fac5b6fa3bb0823,0,0,0,0,1,1
2d5b0527aea74a21af03791d6b787851,0,0,1,0,1,0
c5916faa63794487bd65e0bb181fab6d,0,0,1,0,0,0
f9df60f4702c4a549a114cc9739b8dc5,0,0,0,0,0,1
ed48a8a893bb477e8d7800e2f0484060,0,0,1,0,0,0
a11ec1951970496389a5ab5e620abbcb,0,0,1,0,1,0
6932e88d4a864658acca714def55ffef,0,0,1,0,1,0
84f1be1db48e4e1cbc89ee7dda0a7640,0,0,1,0,0,0
c6050b369a8b4577878ae267163fe7af,0,0,0,0,1,0
9e659e64058d4b71b78a52bef003c18d,0,0,1,0,0,0
d7b2f1307b514c64831444168028f93e,0,0,1,0,1,0
f2e07405558348809d8fde138d700306,0,0,1,0,0,0
69bd8dcb1e334293a08227daa422ec98,0,0,0,0,1,0
fc69105cd5f34555a747ef7c7c1908eb,0,0,1,0,0,0
94eb0493ba4041dd9752803274525a49,0,0,0,0,1,0
63c923fc46814fbf982c4d3a5c505443,0,0,0,0,1,0
d4b1f11d7134479394df22a174e5302c,0,0,0,0,1,0
6a182c114d3142d28eaea342b15966a1,0,0,0,0,0,1
2d7f5414d84246b5a90f6e703eeb5b46,0,0,1,0,0,0
b0254272d37143318c498c3eede0c667,0,0,0,0,1,1
6b9bb9e710de4186b0e6bd92fcbce953,0,0,1,0,0,0
57e34347969249bfa9ad5f71e9199458,1,0,1,0,0,1
8452e3ff35c94598a06398e88abfa086,0,0,1,0,1,0
230acc768bc14cb5b07609ec525fe5fc,0,0,1,0,0,0
eac4e53a7863406cb1a02a3dd402b7b5,0,0,1,0,0,0
13f1ac325fdf45189c35bc38d06d0ad3,0,0,1,0,0,1
658d8f001be74e4384c97fe9b6bea649,0,0,1,0,0,0
6ca01fdcc0094c79816fcde28bc31787,0,0,0,0,1,0
c1a28938988e4b248487950831cfbdc5,0,0,1,0,1,0
17bd3018346b4364916da1fe01a5b940,0,0,1,0,1,0
